VALOR;FAMILIA;AÑO;MES;Fecha_recepción;Unidad_negocio;Tp_doc;Número_documento;Tp_ord;Número_orden;Observaciones;2_n_artículo;Cost_Alm;Cantidad_recibida;UM;PROVEEDOR;Número_lote_serie;C_Emision;Lead_Time
10100704871; 4;2016; 8;22/08/2016;101;OV;23741;OP;38408;000200005868;10100704871;9,406548e+00;  4500;UN;2709244;190816;3,645436e+06;NA
10100704871; 9;2016; 9;07/09/2016;101;OV;24358;OP;38408;000300005957;10100704871;9,406548e+00;  4500;UN;2709244;060916;1,645436e+06;NA
10100704892; 8;2016; 8;18/08/2016;101;OV;23645;OP;38408;000200005827;10100704892;2,116473e+01;  2000;UN;2709244;100816;8,454359e+05;NA
10100704892; 1;2016; 9;07/09/2016;101;OV;24358;OP;38408;000300005957;10100704892;1,410982e+01;  3000;UN;2709244;060916;9,645436e+06;NA
10100704881;11;2016; 8;18/08/2016;101;OV;23645;OP;38408;000200005827;10100704881;3,527456e+00; 12000;UN;2709244;100816;3,536345e+06;NA
10100704881; 7;2016; 9;12/09/2016;101;OV;24444;OP;38408;000200005975;10100704881;4,703274e+00;  9000;UN;2709244;120916;4,159722e+06;NA
10100704881; 2;2016;10;07/10/2016;101;OV;25517;OP;38408;000200006080;10100704881;3,527456e+00; 12000;UN;2709244;061016;1,924544e+07;NA
10100704881; 9;2016;10;25/10/2016;101;OV;25996;OP;38408;000200006161;10100704881;3,527456e+00; 12000;UN;2709244;251016;4,312103e+06;NA
10100704881; 3;2016;11;08/11/2016;101;OV;26312;OP;38408;000200006227;10100704881;7,054911e+00;  6000;UN;2709244;081116;6,445436e+06;NA
10100704881; 2;2016;12;13/12/2016;101;OV;27314;OP;38408;000300006373;10100704881;7,054911e+00;  6000;UN;2709244;121216;9,645436e+06;NA
10100704877; 3;2016;10;26/10/2016;101;OV;26033;OP;38408;000200006166;10100704877;2,116473e+01;  2000;UN;2709244;261016;2,178769e+06;NA
10100704875; 2;2016; 9;12/09/2016;101;OV;24444;OP;38408;000200005975;10100704875;4,232947e+01;  1000;UN;2709244;120916;1,645436e+06;NA
10100704879; 4;2016;10;25/10/2016;101;OV;25996;OP;38408;000200006161;10100704879;9,406548e+00;  4500;UN;2709244;251016;3,645436e+06;NA
10100704879;10;2016;12;21/12/2016;101;OV;27528;OP;38408;000200006396;10100704879;9,406548e+00;  4500;UN;2709244;211216;1,485436e+06;NA
10100704872; 1;2016; 8;18/08/2016;101;OV;23645;OP;38408;000200005827;10100704872;4,232947e+01;  1000;UN;2709244;100816;3,245436e+06;NA
10100704872; 3;2016;10;07/10/2016;101;OV;25517;OP;38408;000200006080;10100704872;4,232947e+01;  1000;UN;2709244;061016;1,112103e+06;NA
10100704872; 1;2016;12;13/12/2016;101;OV;27314;OP;38408;000300006373;10100704872;4,232947e+01;  1000;UN;2709244;121216;3,245436e+06;NA
10100704893; 7;2016;12;13/12/2016;101;OV;27314;OP;38408;000300006373;10100704893;8,465893e+00;  5000;UN;2709244;121216;2,331150e+06;NA
10100704895;10;2016; 8;18/08/2016;101;OV;23645;OP;38408;000200005827;10100704895;9,406548e+00;  4500;UN;2709244;100816;1,485436e+06;NA
10100704895;10;2016;11;08/11/2016;101;OV;26312;OP;38408;000200006227;10100704895;3,527456e+00; 12000;UN;2709244;081116;3,885436e+06;NA
10100704895; 9;2016;12;13/12/2016;101;OV;27314;OP;38408;000300006373;10100704895;9,406548e+00;  4500;UN;2709244;121216;1,645436e+06;NA
10100719974; 5;2016; 8;18/08/2016;101;OV;23645;OP;38408;000200005827;10100719974;2,116473e+01;  2000;UN;2709244;100816;1,325436e+06;NA
10100719974; 6;2016;12;21/12/2016;101;OV;27528;OP;38408;000200006396;10100719974;4,232947e+01;  1000;UN;2709244;211216;5,787689e+05;NA
10100720137; 2;2016;10;07/10/2016;101;OV;25517;OP;38408;000200006080;10100720137;8,465893e+00;  5000;UN;2709244;061016;8,045436e+06;NA
10101005747; 5;2016;10;05/10/2016;101;OV;25369;OP;38427;000300000419;10101005747;7,054911e+01;   600;UN;2233940;031016;4,294359e+05;NA
10101005747; 8;2016;11;07/11/2016;101;OV;26288;OP;38427;000300000424;10101005747;7,054911e+01;   600;UN;2233940;071116;2,854359e+05;NA
10101005747; 9;2016;11;18/11/2016;101;OV;26652;OP;38427;000200000429;10101005747;7,054911e+01;   600;UN;2233940;171116;2,587689e+05;NA
10101005741; 4;2016;11;07/11/2016;101;OV;26288;OP;38427;000300000424;10101005741;2,116473e+02;   200;UN;2233940;071116;2,054359e+05;NA
10101005747; 7;2016;11;18/11/2016;101;OV;26653;OP;38427;000200000428;10101005747;7,054911e+01;   600;UN;2233940;171116;3,197219e+05;NA
10100613812; 1;2016; 8;31/08/2016;101;OV;24072;OP;38457;000100211456;10100613812;7,838790e+00;  5400;UN;2606295;300816;1,732544e+07;NA
10100613812; 5;2016;11;04/11/2016;101;OV;26245;OP;38457;000100213466;10100613812;1,298450e+01;  3260;UN;2606295;2288285;2,131836e+06;NA
10100613812; 1;2016;12;01/12/2016;101;OV;27067;OP;38457;000300214121;10100613812;3,848133e+01;  1100;UN;2606295;2293569;3,565436e+06;NA
10100604682; 7;2016; 8;18/08/2016;101;OV;23643;OP;38457;000100210863;10100604682;1,286610e+01;  3290;UN;2606295;2271267;1,549436e+06;NA
10100604682; 9;2016; 8;23/08/2016;101;OV;23785;OP;38457;000100211140;10100604682;2,974246e+00; 14232;UN;2606295;200816;5,105703e+06;NA
10100604676; 2;2016; 8;23/08/2016;101;OV;23789;OP;38457;000100211139;10100604676;1,328608e+01;  3186;UN;2606295;2272646;5,143036e+06;NA
10100619594; 3;2016; 8;23/08/2016;101;OV;23791;OP;38457;000100211203;10100619594;4,626171e+01;   915;UN;2606295;2272648;1,021436e+06;NA
10100614692; 1;2016; 8;23/08/2016;101;OV;23784;OP;38457;000100211104;10100614692;6,634713e+00;  6380;UN;2606295;2272650;2,046144e+07;NA
10100613819; 8;2016; 8;18/08/2016;101;OV;23643;OP;38457;000100210863;10100613819;1,115989e+01;  3793;UN;2606295;2271269;1,562636e+06;NA
10100613819; 9;2016; 8;23/08/2016;101;OV;23791;OP;38457;000100211203;10100613819;1,092373e+01;  3875;UN;2606295;2272652;1,423214e+06;NA
10100604814; 3;2016; 8;23/08/2016;101;OV;23786;OP;38457;000100211112;10100604814;1,600358e+01;  2645;UN;2606295;2272722;2,866769e+06;NA
10100604736;10;2016; 8;23/08/2016;101;OV;23789;OP;38457;000100211139;10100604736;1,292503e+01;  3275;UN;2606295;2272654;1,093436e+06;NA
10100604737; 3;2016; 8;23/08/2016;101;OV;23789;OP;38457;000100211139;10100604737;2,565422e+01;  1650;UN;2606295;2272656;1,805436e+06;NA
10100604701; 3;2016; 8;23/08/2016;101;OV;23791;OP;38457;000100211203;10100604701;2,565422e+01;  1650;UN;2606295;2272658;1,805436e+06;NA
10100619441; 4;2016; 8;26/08/2016;101;OV;23892;OP;38457;000200211203;10100619441;1,317854e+01;  3212;UN;2606295;2272660;2,615036e+06;NA
10100621536; 5;2016; 8;26/08/2016;101;OV;23891;OP;38457;000200211139;10100621536;1,326943e+01;  3190;UN;2606295;2772662;2,087036e+06;NA
10100604778; 5;2016; 8;23/08/2016;101;OV;23782;OP;38457;000100211138;10100604778;2,588958e+01;  1635;UN;2606295;2272626;1,091836e+06;NA
10100604778; 8;2016; 8;23/08/2016;101;OV;23783;OP;38457;000100211103;10100604778;4,843188e+00;  8740;UN;2606295;2272626;3,541436e+06;NA
10100618379; 3;2016; 8;26/08/2016;101;OV;23890;OP;38457;000100211340;10100618379;4,019892e+00; 10530;UN;2606295;260816;1,127744e+07;NA
10100618379; 5;2016; 8;26/08/2016;101;OV;23893;OP;38457;000100211299;10100618379;4,404731e+00;  9610;UN;2606295;2272684;6,195836e+06;NA
10100604691;10;2016; 8;23/08/2016;101;OV;23780;OP;38457;000100211215;10100604691;2,821964e+01;  1500;UN;2606295;230816;5,254359e+05;NA
10100622948; 6;2016; 9;20/09/2016;101;OV;24714;OP;38457;000100211824;10100622948;1,169322e+01;  3620;UN;2606295;100916;1,976103e+06;NA
10100622948; 9;2016;10;12/10/2016;101;OV;25701;OP;38457;000100212705;10100622948;1,037487e+02;   408;UN;2606295;2283026;1,905029e+05;NA
10100604660; 8;2016; 8;23/08/2016;101;OV;23788;OP;38457;000200211112;10100604660;4,031378e+01;  1050;UN;2606295;2272666;4,654359e+05;NA
10100619732;10;2016; 8;18/08/2016;101;OV;23642;OP;38457;000100210999;10100619732;2,257572e+00; 18750;UN;2606295;130816;6,045436e+06;NA
10100622960; 3;2016;11;02/11/2016;101;OV;26190;OP;38457;000100213015;10100622960;3,745970e+00; 11300;UN;2606295;19102016;1,209877e+07;NA
10100613861; 4;2016; 8;23/08/2016;101;OV;23792;OP;38457;000100211201;10100613861;1,763728e+01;  2400;UN;2606295;220816;1,965436e+06;NA
10100704891; 4;2016; 9;20/09/2016;101;OV;24750;OP;38457;000100211825;10100704891;1,047759e+01;  4040;UN;2606295;100916;3,277436e+06;NA
10100604710; 6;2016; 8;26/08/2016;101;OV;23895;OP;38506;000100211244;10100604710;1,927571e+01;  2196;UN;2606295;2273299;1,216636e+06;NA
10100604710; 8;2016; 9;15/09/2016;101;OV;24574;OP;38506;000100211965;10100604710;5,497333e+01;   770;UN;2606295;140916;3,534359e+05;NA
10100604603; 9;2016; 8;29/08/2016;101;OV;23949;OP;38506;000100211425;10100604603;3,848133e+01;  1100;UN;2606295;270816;4,365469e+05;NA
10100604715; 5;2016; 8;23/08/2016;101;OV;23793;OP;38506;000100211205;10100604715;3,848133e+01;  1100;UN;2606295;2273303;7,494359e+05;NA
10100604638; 3;2016; 8;26/08/2016;101;OV;23895;OP;38506;000100211244;10100604638;1,354543e+01;  3125;UN;2606295;2273305;3,378769e+06;NA
10100604754; 7;2016; 8;26/08/2016;101;OV;23895;OP;38506;000100211244;10100604754;1,539253e+01;  2750;UN;2606295;2273307;1,302579e+06;NA
10100604747; 5;2016; 8;29/08/2016;101;OV;23949;OP;38506;000100211425;10100604747;1,946182e+01;  2175;UN;2606295;270816;1,437436e+06;NA
10100604742; 3;2016; 8;26/08/2016;101;OV;23898;OP;38506;000100211339;10100604742;3,848133e+01;  1100;UN;2606295;260816;1,218769e+06;NA
10100604618; 7;2016; 8;29/08/2016;101;OV;23949;OP;38506;000100211425;10100604618;3,848133e+01;  1100;UN;2606295;270816;5,482929e+05;NA
10100619970; 1;2016; 8;26/08/2016;101;OV;23896;OP;38506;000100211300;10100619970;1,615628e+01;  2620;UN;2606295;2273315;8,429436e+06;NA
10100704885; 5;2016; 9;05/09/2016;101;OV;24210;OP;38506;000100211521;10100704885;8,465893e+00;  5000;UN;2606295;2273833;3,245436e+06;NA
10100604776; 3;2016; 8;29/08/2016;101;OV;23950;OP;38506;000100211426;10100604776;3,848133e+01;  1100;UN;2606295;270816;1,218769e+06;NA
10100613861; 4;2016; 8;29/08/2016;101;OV;23950;OP;38506;000100211426;10100613861;3,848133e+01;  1100;UN;2606295;270816;9,254359e+05;NA
10100613861; 9;2016; 9;28/09/2016;101;OV;25024;OP;38506;000100212382;10100613861;3,848133e+01;  1100;UN;2606295;2281177;4,365469e+05;NA
10100621665; 6;2016; 8;26/08/2016;101;OV;23897;OP;38506;000100211242;10100621665;4,031378e+01;  1050;UN;2606295;2273845;6,054359e+05;NA
10100613819; 6;2016; 8;26/08/2016;101;OV;23900;OP;38598;000300211203;10100613819;3,256113e+01;  1300;UN;2606295;2272648;7,387689e+05;NA
10100613819; 3;2016; 9;05/09/2016;101;OV;24212;OP;38598;000100211571;10100613819;3,848133e+01;  1100;UN;2606295;2275181;1,218769e+06;NA
10100619732; 3;2016; 8;26/08/2016;101;OV;23901;OP;38598;000300211112;10100619732;3,848133e+01;  1100;UN;2606295;2272668;1,218769e+06;NA
10100620397; 5;2016; 9;05/09/2016;101;OV;24209;OP;38598;000100211623;10100620397;2,748667e+01;  1540;UN;2606295;2275183;1,031036e+06;NA
10100616073; 3;2016; 9;07/09/2016;101;OV;24354;OP;38598;000100211693;10100616073;3,848133e+01;  1100;UN;2606295;2275185;1,218769e+06;NA
10100604664; 4;2016; 8;31/08/2016;101;OV;24074;OP;38598;000300006767;10100604664;2,288079e+01;  1850;UN;2606295;300816;1,525436e+06;NA
10100604813;10;2016; 8;31/08/2016;101;OV;24073;OP;38598;000100211459;10100604813;3,956025e+00; 10700;UN;2606295;300816;3,469436e+06;NA
10100604809; 5;2016; 9;05/09/2016;101;OV;24209;OP;38598;000100211623;10100604809;3,231257e+01;  1310;UN;2606295;2275191;8,838359e+05;NA
10100604809; 5;2016; 9;05/09/2016;101;OV;24212;OP;38598;000100211571;10100604809;2,116473e+01;  2000;UN;2606295;2275191;1,325436e+06;NA
10100704902; 8;2016; 9;05/09/2016;101;OV;24209;OP;38598;000100211623;10100704902;6,718963e+00;  6300;UN;2606295;2275189;2,565436e+06;NA
10100619970; 6;2016; 8;26/08/2016;101;OV;23899;OP;38598;000200211300;10100619970;3,256113e+02;   130;UN;2606295;2273315;1,147689e+05;NA
10100619970;10;2016; 9;12/09/2016;101;OV;24425;OP;38598;000200211707;10100619970;4,232947e+01;  1000;UN;2606295;2275607;3,654359e+05;NA
10100604716; 7;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100604716;1,924067e+01;  2200;UN;2606295;2276446;1,051150e+06;NA
10100604664; 1;2016; 9;08/09/2016;101;OV;24377;OP;38710;000100211762;10100604664;1,931089e+01;  2192;UN;2606295;2276486;7,059836e+06;NA
10100604701; 3;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100604701;1,282711e+01;  3300;UN;2606295;2276452;3,565436e+06;NA
10100604711; 6;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100604711;7,198889e+00;  5880;UN;2606295;2276454;3,181436e+06;NA
10100604659; 4;2016; 9;08/09/2016;101;OV;24377;OP;38710;000100211762;10100604659;1,283878e+01;  3297;UN;2606295;2276456;2,683036e+06;NA
10100620398; 4;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100620398;1,941719e+01;  2180;UN;2606295;2276458;1,789436e+06;NA
10100615640;10;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100615640;5,727939e+01;   739;UN;2606295;2276670;2,819159e+05;NA
10100615640;10;2016; 9;12/09/2016;101;OV;24443;OP;38710;000100211816;10100615640;2,006136e+01;  2110;UN;2606295;2276460;7,206359e+05;NA
10100615641;10;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100615641;1,924067e+01;  2200;UN;2606295;2276462;7,494359e+05;NA
10100613992; 6;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100613992;2,679080e+01;  1580;UN;2606295;2276444;8,881029e+05;NA
10100616073; 5;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100616073;3,974598e+01;  1065;UN;2606295;2276466;7,270359e+05;NA
10100604715; 3;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100604715;4,178625e+01;  1013;UN;2606295;2276468;1,125969e+06;NA
10100614692;10;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100614692;1,288568e+01;  3285;UN;2606295;090916;1,096636e+06;NA
10100604744; 8;2016; 9;07/09/2016;101;OV;24355;OP;38710;000100211707;10100604744;1,577104e+01;  2684;UN;2606295;2275605;1,119036e+06;NA
10100604744; 8;2016; 9;12/09/2016;101;OV;24429;OP;38710;000200211708;10100604744;2,489969e+01;  1700;UN;2606295;2276472;7,254359e+05;NA
10100604776; 3;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100604776;3,848133e+01;  1100;UN;2606295;2276474;1,218769e+06;NA
10100604757; 3;2016; 9;12/09/2016;101;OV;24443;OP;38710;000100211816;10100604757;2,078030e+01;  2037;UN;2606295;2276476;2,218236e+06;NA
10100604727; 1;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100604727;2,645592e+01;  1600;UN;2606295;2276478;5,165436e+06;NA
10100604697; 7;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100604697;3,848133e+01;  1100;UN;2606295;2276482;5,482929e+05;NA
10100620396;10;2016; 9;07/09/2016;101;OV;24357;OP;38710;000100211708;10100620396;3,848133e+01;  1100;UN;2606295;2276482;3,974359e+05;NA
10100604817; 9;2016; 9;15/09/2016;101;OV;24576;OP;38710;000100211963;10100604817;1,542057e+01;  2745;UN;2606295;140916;1,021436e+06;NA
10100604691; 9;2016; 9;05/09/2016;101;OV;24215;OP;38710;000100211427;10100604691;3,848133e+01;  1100;UN;2606295;270816;4,365469e+05;NA
10100604691;11;2016; 9;09/09/2016;101;OV;24424;OP;38710;000100211793;10100604691;2,015689e+01;  2100;UN;2606295;2276484;6,563449e+05;NA
10100604807; 5;2016; 9;08/09/2016;101;OV;24377;OP;38710;000100211762;10100604807;3,848133e+01;  1100;UN;2606295;2226486;7,494359e+05;NA
10100713300; 2;2016; 9;12/09/2016;101;OV;24443;OP;38710;000100211816;10100713300;3,848133e+01;  1100;UN;2606295;2276491;1,805436e+06;NA
10100704885; 3;2016; 9;12/09/2016;101;OV;24443;OP;38710;000100211816;10100704885;8,140282e+00;  5200;UN;2606295;2276493;5,592103e+06;NA
10100613992; 6;2016; 9;13/09/2016;101;OV;24481;OP;38799;000100211903;10100613992;3,848133e+01;  1100;UN;2606295;2277065;6,321029e+05;NA
10100604822; 3;2016; 9;13/09/2016;101;OV;24481;OP;38799;000100211903;10100604822;5,704780e+01;   742;UN;2606295;2277067;8,369029e+05;NA
10100604822; 4;2016; 9;16/09/2016;101;OV;24614;OP;38799;000100212015;10100604822;1,383316e+02;   306;UN;2606295;2277067;2,902359e+05;NA
10100604737; 8;2016; 9;13/09/2016;101;OV;24482;OP;38799;000100211906;10100604737;2,596900e+01;  1630;UN;2606295;2277979;6,974359e+05;NA
10100604721; 8;2016; 9;13/09/2016;101;OV;24482;OP;38799;000100211906;10100604721;3,865705e+01;  1095;UN;2606295;2277981;4,834359e+05;NA
10100704886; 3;2016; 9;28/09/2016;101;OV;25023;OP;38799;000100212381;10100704886;3,848133e+01;  1100;UN;2606295;2277989;1,218769e+06;NA
10100604644; 7;2016; 9;13/09/2016;101;OV;24482;OP;38799;000100211906;10100604644;4,158101e+01;  1018;UN;2606295;2277983;5,108069e+05;NA
10100704888; 3;2016; 9;15/09/2016;101;OV;24575;OP;38799;000100211966;10100704888;3,848133e+01;  1100;UN;2606295;140916;1,218769e+06;NA
10100604729;10;2016; 9;20/09/2016;101;OV;24755;OP;38799;000300006778;10100604729;4,031378e+01;  1050;UN;2606295;170916;3,814359e+05;NA
10100619442; 9;2016; 9;13/09/2016;101;OV;24482;OP;38799;000100211906;10100619442;4,070141e+01;  1040;UN;2606295;2277995;4,152139e+05;NA
10100620400; 6;2016; 9;20/09/2016;101;OV;24755;OP;38799;000300006778;10100620400;1,332372e+01;  3177;UN;2606295;170916;1,739836e+06;NA
10100604744; 6;2016; 9;12/09/2016;101;OV;24430;OP;38799;000300211708;10100604744;8,465893e+01;   500;UN;2606295;2276472;3,121029e+05;NA
10100619970; 1;2016; 9;12/09/2016;101;OV;24427;OP;38799;000300211707;10100619970;4,232947e+02;   100;UN;2606295;2275607;3,654359e+05;NA
10100621556; 7;2016; 9;22/09/2016;101;OV;24855;OP;38800;000100212211;10100621556;2,637350e+01;  1605;UN;2606295;2278191;7,791499e+05;NA
10100622595; 6;2016; 9;22/09/2016;101;OV;24855;OP;38800;000100212211;10100622595;3,806607e+01;  1112;UN;2606295;2278193;6,385029e+05;NA
10100622805;10;2016;10;05/10/2016;101;OV;25365;OP;38800;000200212509;10100622805;2,821964e+01;  1500;UN;2606295;011016;5,254359e+05;NA
10100623170; 4;2016;10;04/10/2016;101;OV;25318;OP;38800;000100212509;10100623170;3,034370e+01;  1395;UN;2606295;011016;1,161436e+06;NA
10100621555; 3;2016; 9;30/09/2016;101;OV;25112;OP;38800;000200212211;10100621555;4,232947e+01;  1000;UN;2606295;2278195;1,112103e+06;NA
10100621799;10;2016;10;05/10/2016;101;OV;25364;OP;38800;000100212571;10100621799;1,410982e+01;  3000;UN;2606295;2281102;1,005436e+06;NA
10100604749; 6;2016;10;07/10/2016;101;OV;25513;OP;38897;000300000421;10100604749;2,713427e+02;   156;UN;2233940;071016;1,286359e+05;NA
10100604749; 7;2016;10;07/10/2016;101;OV;25515;OP;38897;000300000420;10100604749;2,939546e+02;   144;UN;2233940;061016;1,112649e+05;NA
10100604749; 8;2016;11;07/11/2016;101;OV;26289;OP;38897;000300000423;10100604749;1,356714e+02;   312;UN;2233940;071116;1,702359e+05;NA
10100604749; 9;2016;11;24/11/2016;101;OV;26875;OP;38897;000200000431;10100604749;1,175819e+02;   360;UN;2233940;231116;1,734359e+05;NA
10100604749;11;2016;11;25/11/2016;101;OV;26880;OP;38897;000200000432;10100604749;1,290533e+02;   328;UN;2233940;231116;1,408539e+05;NA
10101005110; 8;2016;11;09/11/2016;101;OV;26352;OP;38897;000300000426;10101005110;2,821964e+02;   150;UN;2233940;091116;1,054359e+05;NA
10101005110; 1;2017; 2;14/02/2017;101;OV;29118;OP;38897;0010000435;10101005110;3,527456e+02;   120;UN;2233940;140217;4,294359e+05;NA
10101005110; 8;2017; 3;30/03/2017;101;OV;31378;OP;38897;000200000438;10101005110;5,879093e+01;   720;UN;2233940;300317;3,334359e+05;NA
10101005110; 5;2017; 4;03/04/2017;101;OV;31512;OP;38897;000200000439;10101005110;5,879093e+01;   720;UN;2233940;300317;5,062359e+05;NA
10101005110;10;2017; 4;03/04/2017;101;OV;31513;OP;38897;000200000440;10101005110;1,459637e+02;   290;UN;2233940;300317;1,382359e+05;NA
10100604638; 5;2016; 9;20/09/2016;101;OV;24751;OP;38922;000300006781;10100604638;2,670629e+01;  1585;UN;2606295;170916;1,059836e+06;NA
10100604638; 5;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604638;2,766632e+01;  1530;UN;2606295;2279621;1,024636e+06;NA
10100619443; 5;2016; 9;20/09/2016;101;OV;24751;OP;38922;000300006781;10100619443;3,848133e+01;  1100;UN;2606295;170916;7,494359e+05;NA
10100621536; 5;2016; 9;20/09/2016;101;OV;24752;OP;38922;000300006782;10100621536;2,565422e+01;  1650;UN;2606295;170916;1,101436e+06;NA
10100621536; 7;2016; 9;20/09/2016;101;OV;24753;OP;38922;000100212137;10100621536;2,565422e+01;  1650;UN;2606295;2279278;7,997219e+05;NA
10100613819; 3;2016; 9;20/09/2016;101;OV;24752;OP;38922;000300006782;10100613819;1,941719e+01;  2180;UN;2606295;170916;2,370769e+06;NA
10100604753; 9;2016; 9;26/09/2016;101;OV;24897;OP;38922;000100212266;10100604753;4,455733e+01;   950;UN;2606295;2279607;3,832139e+05;NA
10100615641; 6;2016; 9;22/09/2016;101;OV;24854;OP;38922;000100212210;10100615641;1,292503e+01;  3275;UN;2606295;2279609;1,792103e+06;NA
10100604711; 4;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604711;1,924067e+01;  2200;UN;2606295;2279611;1,805436e+06;NA
10100604716; 9;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604716;2,565422e+01;  1650;UN;2606295;2279613;6,321029e+05;NA
10100604697;11;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604697;3,848133e+01;  1100;UN;2606295;2279615;3,654359e+05;NA
10100604813; 8;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604813;7,696267e+00;  5500;UN;2606295;2279617;2,245436e+06;NA
10100704896;10;2016; 9;28/09/2016;101;OV;25027;OP;38922;000100212420;10100704896;1,924067e+01;  2200;UN;2606295;2279619;7,494359e+05;NA
10100604821; 3;2016;10;12/10/2016;101;OV;25699;OP;38922;000100212704;10100604821;3,848133e+01;  1100;UN;2606295;2283112;1,218769e+06;NA
10100604691; 8;2016; 9;20/09/2016;101;OV;24754;OP;38922;000100212138;10100604691;1,924067e+01;  2200;UN;2606295;2279623;9,254359e+05;NA
10100613992; 2;2016; 9;26/09/2016;101;OV;24896;OP;38922;000100212267;10100613992;1,929328e+01;  2194;UN;2606295;2280064;3,555836e+06;NA
10100616073; 2;2016; 9;26/09/2016;101;OV;24896;OP;38922;000100212267;10100616073;3,848133e+01;  1100;UN;2606295;2280062;1,805436e+06;NA
10100604652; 8;2016; 9;26/09/2016;101;OV;24896;OP;38922;000100212267;10100604652;3,848133e+01;  1100;UN;2606295;2280066;4,854359e+05;NA
10100604747; 8;2016; 9;26/09/2016;101;OV;24896;OP;38922;000100212267;10100604747;2,592129e+01;  1633;UN;2606295;2280068;6,986359e+05;NA
10100620397; 1;2016; 9;30/09/2016;101;OV;25108;OP;38922;000200212267;10100620397;2,821964e+01;  1500;UN;2606295;2280070;4,845436e+06;NA
10100704889; 6;2016; 9;26/09/2016;101;OV;24909;OP;39062;000100001905;10100704889;4,703274e-01; 90000;UN;2709180;200916;4,804544e+07;NA
10100704889; 7;2016;10;14/10/2016;101;OV;25779;OP;39062;000100001915;10100704889;2,821964e-01;150000;UN;2709180;111016;6,861686e+07;NA
10100704889; 9;2016;11;04/11/2016;101;OV;26236;OP;39062;000100001932;10100704889;2,015689e-01;210000;UN;2709180;021116;7,471210e+07;NA
10100704889; 4;2016;11;24/11/2016;101;OV;26874;OP;39062;000100001947;10100704889;2,821964e-01;150000;UN;2709180;221116;1,200454e+08;NA
10100704873;10;2016; 9;26/09/2016;101;OV;24909;OP;39062;000100001905;10100704873;1,410982e+00; 30000;UN;2709180;200916;9,645436e+06;NA
10100704873; 6;2016;10;14/10/2016;101;OV;25779;OP;39062;000100001915;10100704873;1,410982e+00; 30000;UN;2709180;111016;1,604544e+07;NA
10100704873; 4;2016;11;04/11/2016;101;OV;26236;OP;39062;000100001932;10100704873;1,410982e+00; 30000;UN;2709180;021116;2,404544e+07;NA
10100704892; 6;2016;10;25/10/2016;101;OV;25997;OP;39064;000300006161;10100704892;2,116473e+01;  2000;UN;2709244;251016;1,112103e+06;NA
10100704892; 7;2016;12;13/12/2016;101;OV;27313;OP;39064;000200006373;10100704892;2,116473e+01;  2000;UN;2709244;121216;9,597219e+05;NA
10100704871; 5;2016;10;25/10/2016;101;OV;25997;OP;39064;000300006161;10100704871;9,406548e+00;  4500;UN;2709244;251016;2,925436e+06;NA
10100704871;10;2016;12;21/12/2016;101;OV;27530;OP;39064;000300006396;10100704871;9,406548e+00;  4500;UN;2709244;211216;1,485436e+06;NA
10100704900;11;2016;10;07/10/2016;101;OV;25518;OP;39064;000300006080;10100704900;3,527456e+00; 12000;UN;2709244;061016;3,536345e+06;NA
10100704900; 8;2016;12;13/12/2016;101;OV;27313;OP;39064;000200006373;10100704900;8,465893e+00;  5000;UN;2709244;121216;2,045436e+06;NA
10101005754; 4;2016; 9;26/09/2016;101;OV;24901;OP;39065;000300047677;10101005754;8,818639e+01;   480;UN;2500262;150916;4,294359e+05;NA
10101005754;11;2016; 9;26/09/2016;101;OV;24903;OP;39065;000300047687;10101005754;3,221421e+01;  1314;UN;2500262;150916;4,276909e+05;NA
10101005754; 4;2016; 9;26/09/2016;101;OV;24905;OP;39065;000300047676;10101005754;2,204660e+01;  1920;UN;2500262;150916;1,581436e+06;NA
10100604664; 2;2016; 9;28/09/2016;101;OV;25026;OP;39066;000100212383;10100604664;2,565422e+01;  1650;UN;2606295;2281179;2,685436e+06;NA
10100617752; 5;2016; 9;28/09/2016;101;OV;25026;OP;39066;000100212383;10100617752;4,782991e+01;   885;UN;2606295;2281181;6,118359e+05;NA
